"","name","genre","year","numOfSegments","numOfActs","numOfSpeakers","yearWritten","yearPremiered","yearPrinted","size","averageClustering","density","averagePathLength","averageDegree","diameter","maxDegree","nodes","numConnectedComponents","maxDegreeIds","wikipediaLinkCount"
"74","lensky-horosha-i-durna","",1833,23,0,6,NA,1833,NA,6,1,1,1,5,1,5,"32510.4082482904638631029510.4082482904638631038510.4082482904638631018510.4082482904638631029510.4082482904638631028510.40824829046386310",1,"several characters",0
"75","lermontov-maskarad","drama",1842,50,4,48,1836,1852,1842,48,0.794618932755605,0.165780141843972,2.06660231660232,7.79166666666667,4,31,"10100.52325581395348840.17312368557097324010100.53571428571428570.18916981933448637010100.52325581395348840.173123685570973240660.47872340425531920.081580443386325540550.468750.06175055756817473010100.53571428571428570.189169819334486370550.468750.06175055756817473010100.53571428571428570.189169819334486370440.394736842105263160.0440041664038967260660.47872340425531920.081580443386325540530.459183673469387770.0598972028624559440.001002158495220474810100.52325581395348840.173123685570973240660.47872340425531920.081580443386325540440.3913043478260870.0270569740878117140210.43689320388349510.0337121949515338460220.454545454545454530.04295787907255207032220.61643835616438360.246888706822483480.164276904101140931050.52325581395348840.102214145749575240.007940178846746838440.3913043478260870.027056974087811714010100.53571428571428570.189169819334486370440.394736842105263160.044004166403896726010100.52325581395348840.173123685570973240440.394736842105263160.0440041664038967260660.47872340425531920.0815804433863255401112.9585420200984146E-280110.32846715328467150.00547417385823532501112.9585420200984146E-28010100.53571428571428570.18916981933448637010100.52325581395348840.17312368557097324010100.52325581395348840.17312368557097324014130.54216867469879510.183453662381485470.0337650323774283125200.60810810810810810.237554524991688750.18647856922602526440.48387096774193550.064484213473434890.0407030527289546710100.52325581395348840.173123685570973240660.47872340425531920.081580443386325540550.468750.06175055756817473010100.53571428571428570.189169819334486370440.3913043478260870.027056974087811714020120.54878048780487810.19954152677433850.01218008017267962110.398230088495575230.021998881023494617045310.76271186440677960.397119160132804570.392614862781375410100.53571428571428570.1891698193344863701170.51724137931034490.097870626729463980.010098674067221708530.473684210526315760.072650399764932340330.48387096774193550.063348332935622240440.3913043478260870.027056974087811714041210.65217391304347830.25914137844073310.173142152328091310100.52325581395348840.173123685570973240",2,"KnjazZvezdich",8
"76","lermontov-strannyj-chelovek","",1831,13,0,48,1831,1916,1860,48,0.907056825255355,0.172872340425532,1.65977011494253,8.125,4,22,"1190.59090909090909090.0120259019426457551011111011110.6190476190476191011110.61904761904761910111110550.4642857142857143011110.61904761904761910551027220.86666666666666670.1503237742830712511110.6190476190476191011110.6190476190476191011110.61904761904761910111110430.50.011100832562442185660.55319148936170210111110660.553191489361702101111101111101290.59090909090909090.011100832562442185330.490566037735849060111110550.464285714285714301111105510430.490566037735849060.00046253469010175765550.46428571428571430111110111110220.481481481481481450111110551022180.74285714285714290.034690101757631826220.34210526315789475011110.619047619047619105510330.49056603773584906011110.61904761904761910221055102210110.4727272727272727011110.619047619047619102210111110430.50.01110083256244218523180.74285714285714290.034690101757631826",4,"vladimir",2
"77","lomonosov-demofont","",1752,30,5,8,1751,NA,1752,8,0.8375,0.75,1.25,5.25,2,7,"330.63636363636363640.2088382865318211501960.8750.396373150854662850.039682539682539671050.77777777777777780.345257942254364570.0119047619047619041050.77777777777777780.33119028975641420.0317460317460317441160.8750.396373150854662850.0396825396825396715710.42860470051065380.142857142857142851360.8750.384476551139330160.06746031746031744940.70.285917747345402430",1,"memnon",0
"78","lomonosov-tamira-i-selim","",1750,30,5,10,NA,NA,1750,10,0.791666666666667,0.644444444444444,1.37777777777778,5.8,3,8,"1360.750.32797220096733501880.90.371603531680078760.233333333333333282280.90.37916963763166950.10833333333333334750.69230769230769230.278778412395769402480.90.379169637631669440.10833333333333334220.52941176470588240.113745396563503050110.50.05573794260139755501860.750.3279722009673350401870.81818181818181820.36433358417937730.0111111111111111121770.81818181818181820.36433358417937730.011111111111111112",1,"tamira|mumet|nadir",0
"79","majkov-agriopa","tragedy",1769,28,5,8,NA,1769,1775,8,0.777380952380952,0.714285714285714,1.28571428571429,5,2,7,"550.77777777777777780.356821921212284301250.77777777777777780.3568219212122843027710.41298828844080720.30952380952380953110.53846153846153840.0746330979493092701460.8750.401565505436443260.0238095238095238081060.8750.401565505436443260.0238095238095238082260.8750.401565505436443260.0238095238095238081140.70.292339258254329270",1,"agriopa",0
"80","majkov-femist-i-ieronima","tragedy",1775,34,5,6,1773,NA,1775,6,0.838888888888889,0.733333333333333,1.26666666666667,3.66666666666667,2,5,"25510.489716743004598440.183333333333333321440.83333333333333340.438348411611429960.03333333333333333830.71428571428571430.36399013418925560830.71428571428571430.36399013418925560520.6250.25145189938723445022510.489716743004598440.18333333333333332",1,"femist|magomet",0
"81","mayakovsky-banja","drama",1929,34,6,24,1929,1930,1929,24,0.823927747089512,0.423913043478261,1.66304347826087,9.75,3,17,"37150.74193548387096770.270687345023441440.182105029099914021360.53488372093023250.091344974248931290.000790513833992094916120.67647058823529420.25670754296360430.007247760764384803860.52272727272727270.1340106897254933037130.6969696969696970.21603111875735830.0629958702848728224110.62162162162162160.175712905981332380.03092064230171645633170.79310344827586210.307294268935867750.0739598210825832140160.76666666666666670.25195564890289450.1293518856818089418110.63888888888888880.231175558097010070.0040843214756258231380.5750.159414001021198680.00391963109354413745150.74193548387096770.277346068413232170.050042256691873045220.44230769230769230.024428461177669704033160.76666666666666670.29009827669360050.0990209917959278332160.76666666666666670.30127947616500690.05024440606282038550.52272727272727270.084857706874846260860.54761904761904770.11389723610548020.001976284584980237440.52272727272727270.07867812140915010850.52272727272727270.084857706874846260220.44230769230769230.0244284611776697040330.460.053283216280149065010100.62162162162162160.22093075153645125017110.63888888888888880.231175558097010070.00408432147562582310100.62162162162162160.22093075153645125018140.718750.28232744265451560.02257642187309706",1,"ivan_ivanovich",4
"82","mayakovsky-klop","comedy",1929,9,0,98,1928,1929,1929,98,0.967785034461465,0.164948453608247,1.82687432089823,16,3,62,"11110.50714285714285710.03192668932434519010100.427710843373493970.018348884341126616010100.427710843373493970.018348884341126616010100.427710843373493970.0183488843411266160191910.00003504767626212601017170.52985074626865670.05854828214447443017170.52985074626865670.05854828214447443021210.58677685950413230.199348304332719660191910.000035047676262126010191910.00003504767626212601010100.427710843373493970.018348884341126616017170.52985074626865670.05854828214447443031310.63963963963963970.208404289633126850.06948024054982815191910.00003504767626212601011110.50714285714285710.031926689324345190191910.00003504767626212601017170.52985074626865670.058548282144474430191910.00003504767626212601021210.58677685950413230.19934830433271966021210.58677685950413230.199348304332719660191910.000035047676262126010660.52205882352941180.02050821027275279021210.58677685950413230.19934830433271966038350.61206896551724130.082040681035647250.03382731958762886410100.50354609929078010.026611626474220922011110.50714285714285710.03192668932434519010100.50354609929078010.026611626474220922010100.427710843373493970.018348884341126616021210.58677685950413230.19934830433271966011110.50714285714285710.031926689324345190660.52205882352941180.02050821027275279021210.58677685950413230.19934830433271966010100.50354609929078010.0266116264742209220330.51079136690647490.0176367409329559670191910.00003504767626212601021210.58677685950413230.199348304332719660191910.00003504767626212601017170.52985074626865670.05854828214447443017170.52985074626865670.05854828214447443021210.58677685950413230.19934830433271966010100.50354609929078010.026611626474220922010100.50354609929078010.026611626474220922010100.427710843373493970.018348884341126616021210.58677685950413230.1993483043327196605519.116066096689511E-460191910.000035047676262126010191910.00003504767626212601021210.58677685950413230.19934830433271966011110.50714285714285710.03192668932434519017170.52985074626865670.05854828214447443017170.52985074626865670.0585482821444744305519.116066096689511E-46068620.88750.27525191518562330.304947021764032119170.5680.037951255591257810.0515105956471936045519.116066096689511E-46010100.427710843373493970.0183488843411266160191910.00003504767626212601017170.52985074626865670.05854828214447443017170.52985074626865670.05854828214447443021210.58677685950413230.199348304332719660191910.00003504767626212601017170.52985074626865670.058548282144474430191910.00003504767626212601026230.59663865546218490.064684896139996310.020904925544100814191910.00003504767626212601021210.58677685950413230.19934830433271966011110.50714285714285710.03192668932434519021210.58677685950413230.199348304332719660191910.00003504767626212601010100.427710843373493970.018348884341126616021210.58677685950413230.199348304332719660660.52205882352941180.02050821027275279017170.52985074626865670.058548282144474430191910.00003504767626212601021210.58677685950413230.19934830433271966021210.58677685950413230.19934830433271966017170.52985074626865670.05854828214447443028260.5680.071360993300759550.00966494845360824810100.50354609929078010.026611626474220922021210.58677685950413230.19934830433271966021210.58677685950413230.199348304332719660660.52205882352941180.0205082102727527905519.116066096689511E-46010100.50354609929078010.0266116264742209220191910.00003504767626212601021210.58677685950413230.199348304332719660191910.000035047676262126010191910.00003504767626212601017170.52985074626865670.0585482821444744305519.116066096689511E-46011110.50714285714285710.03192668932434519010100.50354609929078010.026611626474220922010100.427710843373493970.018348884341126616011110.50714285714285710.03192668932434519010100.50354609929078010.02661162647422092205519.116066096689511E-46011110.50714285714285710.03192668932434519021210.58677685950413230.199348304332719660",3,"prisypkin-skripkin",4
"83","mayakovsky-misteriya-buff","comedy",1921,7,6,65,NA,1921,1921,65,0.847020448740971,0.537980769230769,1.42732855680655,34.4307692307692,2,62,"60360.70454545454545460.135673136267139340.000218253968253968321210.60194174757281550.07620047171046382023230.61386138613861390.07874090619913701035350.69662921348314610.13339701757943880119540.88571428571428570.167744107346626930.01859969955995865721210.60194174757281550.06733163185854571021210.60194174757281550.06733163185854571023230.61386138613861390.07874090619913701021210.60194174757281550.06733163185854571071450.78481012658227840.150241437826832270.0088840302535155451114.693911431312263E-16081420.75609756097560980.147398596527715640.004155870681605975104500.83783783783783780.162625147359809760.01151997373023282821210.60194174757281550.067331631858545710115610.98412698412698410.17848789653679760.0369781087940226660360.70454545454545460.135673136267139340.000218253968253968315150.56880733944954130.05294316399239863021210.60194174757281550.06733163185854571015150.56880733944954130.05294316399239863021210.60194174757281550.067331631858545710115610.98412698412698410.17848789653679760.0369781087940226635350.69662921348314610.1333970175794388081440.7750.148693044145010530.00681483199340342221210.60194174757281550.07620047171046382083450.78481012658227840.15341562515543640.00671075837742504194530.87323943661971830.16546798865892640.01725021763756007281440.7750.148693044145010530.00681483199340342221210.60194174757281550.07620047171046382081440.7750.148693044145010530.0068148319934034221406210.180764015224498110.0386883410771716115150.56880733944954130.052943163992398630104500.83783783783783780.162625147359809760.01151997373023282881440.7750.148693044145010530.00681483199340342221210.60194174757281550.07620047171046382023230.61386138613861390.07874090619913701081440.7750.148693044145010530.00681483199340342281440.7750.148693044145010530.00681483199340342260360.70454545454545460.135673136267139340.000218253968253968360360.70454545454545460.135673136267139340.000218253968253968398490.82666666666666670.158534585142253580.01288860830527496615150.56880733944954130.05294316399239863021210.60194174757281550.06733163185854571081440.7750.148693044145010530.00681483199340342223230.61386138613861390.07874090619913701077490.82666666666666670.15814238571788630.01378207533013205321210.60194174757281550.06733163185854571023230.61386138613861390.07874090619913701094530.87323943661971830.16546798865892640.01725021763756007260360.70454545454545460.135673136267139340.000218253968253968379490.82666666666666670.16034902867210920.01050117963852207123230.61386138613861390.07874090619913701025250.62626262626262630.09416656255835443079490.82666666666666670.16034902867210920.01050117963852207135350.69662921348314610.133397017579438801406210.180764015224498110.03868834107717161119540.88571428571428570.167744107346626930.01859969955995865721210.60194174757281550.07620047171046382081440.7750.148693044145010530.0068148319934034221406210.180764015224498110.0386883410771716159350.69662921348314610.104086234155652230.00595534931144174923230.61386138613861390.07874090619913701060360.70454545454545460.135673136267139340.000218253968253968360360.70454545454545460.135673136267139340.000218253968253968323230.61386138613861390.0787409061991370101114.693911431312263E-160",2,"nechistye|soglashatel|kuznec",4
"84","naydyonov-deti-vanjushina","drama",1901,4,4,16,1901,1901,NA,16,0.928571428571429,0.875,1.125,13.125,2,15,"431510.27603908611067770.01785714285714286431510.27603908611067770.0178571428571428633120.83333333333333340.235529375207791940431510.27603908611067770.01785714285714286431510.27603908611067770.0178571428571428633120.83333333333333340.235529375207791940331510.27603908611067770.0178571428571428633120.83333333333333340.23552937520779194010100.750.19412105379941870431510.27603908611067770.0178571428571428622120.83333333333333340.235529375207791940431510.27603908611067770.0178571428571428610100.750.19412105379941870331510.27603908611067770.0178571428571428610100.750.1941210537994187033120.83333333333333340.235529375207791940",1,"several characters",0
"85","nekrasov-zabrakovannye","tragedy",1859,7,3,9,NA,NA,1859,9,0.787037037037037,0.583333333333333,1.41666666666667,4.66666666666667,2,8,"750.72727272727272730.366060450624705550850.72727272727272730.366060450624705550530.61538461538461540.19874914452482470110.53333333333333330.082086589529575980850.72727272727272730.3660604506247055501270.88888888888888880.428404923266053450.14285714285714285330.61538461538461540.19874914452482470850.72727272727272730.36606045062470555016810.4412794518169420.39285714285714285",1,"grigoriy",0
"86","nikolev-samolyubivyj-stihotvorec","comedy",1781,37,5,8,1775,1781,1787,8,0.928571428571428,0.857142857142857,1.14285714285714,6,2,7,"1960.8750.36006616358701260.8750.360066163587022710.385882253330201930.06349206349206352160.8750.36006616358702160.8750.360066163587018710.385882253330201930.0634920634920635330.63636363636363640.18626349898296324032710.385882253330201930.0634920634920635",1,"marina|nadmen|modstrih",1
"87","ostrovsky-bednaja-nevesta","comedy",1852,64,5,28,1851,1853,1852,28,0.851318476108392,0.298941798941799,1.86507936507937,8.07142857142857,3,18,"990.5744680851063830.249608815790416380660.51923076923076930.100352629503759460660.51923076923076930.10035262950375946060130.65853658536585370.176123029745629660.11781305114638453840.435483870967741940.056010815927091410990.5744680851063830.2496088157904163802370.52941176470588240.118211471366388360.029322118211007142140.6750.183240362764436920.129114095780762530150.69230769230769230.30836643732427150.16100936100936106530.482142857142857150.0540592897062248040990.5744680851063830.24960881579041638039180.750.35251934228004520.23252159363270475990.5744680851063830.249608815790416380990.5744680851063830.249608815790416380660.45762711864406780.110727782494567401020.40909090909090910.029159933580533755015140.64285714285714290.305297774290446970.07505087505087503660.45762711864406780.11072778249456740850.50943396226415090.087786881747719040.00378736489847600942090.60.174897025214070130.10795459684348578430.482142857142857150.054059289706224804015140.64285714285714290.305297774290446970.07505087505087503660.51923076923076930.100352629503759460660.45762711864406780.11072778249456740990.5744680851063830.249608815790416380660.51923076923076930.100352629503759460330.49090909090909090.066152255530797570660.45762711864406780.11072778249456740",1,"dobrotvorskij",5
"88","ostrovsky-bednost-ne-porok","comedy",1854,37,3,18,1853,1854,1854,18,0.919007735184206,0.849673202614379,1.15032679738562,14.4444444444444,2,17,"36140.850.23112077161067130.002673796791443850536150.89473684210526320.24674757353399440.003199006875477464511710.262963989036872460.02403234020881079828160.94444444444444440.251356914377703970.01768207282913165242150.89473684210526320.24674757353399440.00319900687547746439160.94444444444444440.24842578367495450.02105614973262032561710.262963989036872460.024032340208810798880.65384615384615390.12890068385253922025150.89473684210526320.246747573533994370.00319900687547746440150.89473684210526320.24674757353399440.003199006875477464880.65384615384615390.12890068385253922016140.850.235140498874825970.000525210084033613436150.89473684210526320.24674757353399440.00319900687547746425160.94444444444444440.251356914377703970.01768207282913165220110.73913043478260860.18452297432213630.000525210084033613460150.89473684210526320.24674757353399440.003199006875477464561710.262963989036872460.02403234020881079824160.94444444444444440.251356914377703970.017682072829131652",1,"Mitja|PelagejaEgorovna|Razljuljaev",3
"89","ostrovsky-bespridannitsa","drama",1878,44,4,11,1878,1878,1879,11,0.981818181818182,0.981818181818182,1.01818181818182,9.81818181818182,2,10,"1590.90909090909090910.28018087235518260461010.306049625157710840.0024691358024691358551010.306049625157710840.0024691358024691358461010.306049625157710840.0024691358024691358571010.306049625157710840.0024691358024691358671010.306049625157710840.00246913580246913582390.90909090909090910.28018087235518260151010.306049625157710840.0024691358024691358491010.306049625157710840.0024691358024691358381010.306049625157710840.0024691358024691358631010.306049625157710840.0024691358024691358",1,"several characters",7
"90","ostrovsky-groza","drama",1859,41,5,29,1859,1859,1860,29,0.833089973984233,0.278325123152709,1.92857142857143,7.79310344827586,4,23,"46220.77777777777777780.37530339606345080.21302041579819353770.54901960784313730.16634091980428250660.560.1453360575857060.04232804232804232642230.80.38608973448569260.2494615466837689640120.60869565217391310.25264514631879170.030898936454492550.48275862068965520.101264842416619540550.48275862068965520.1012648424166195401560.50.121383933347758990.00501042167708834230180.73684210526315790.32295692091880590.24574982630538203440.46666666666666670.0454266746308608640.13756613756613756770.54901960784313730.19292790159251320660.50.148691969510564130550.48275862068965520.101264842416619540640.451612903225806440.077517624174834830770.54901960784313730.1663409198042825027120.60869565217391310.24680992017770350.03366869755758645860.53846153846153840.152178707780202570.001322751322751322737120.60869565217391310.25264514631879170.030898936454492220.325581395348837230.004772287809977950770.54901960784313730.19292790159251320660.50.148691969510564130770.54901960784313730.16634091980428250770.54901960784313730.16634091980428250660.53846153846153840.124247133132463550.007428785206562982220.325581395348837230.004772287809977950660.50.148691969510564130550.48275862068965520.101264842416619540770.54901960784313730.16634091980428250440.48275862068965520.120420675099063750",1,"kabanova",6
"91","ostrovsky-les","comedy",1871,39,5,12,1870,1871,1871,12,0.926936026936027,0.787878787878788,1.21212121212121,8.66666666666667,2,11,"2390.84615384615384610.30109393610520496045100.91666666666666660.31767998854906860.0181818181818181773590.84615384615384610.30109393610520496037100.91666666666666660.31767998854906860.01818181818181817721100.91666666666666660.30766521453676650.0727272727272727239100.91666666666666660.31767998854906860.0181818181818181771890.84615384615384610.301093936105204960231110.32425126698063010.109090909090909091890.84615384615384610.301093936105204960220.550.0678088488813710601150.64705882352941180.17115097926520517024100.91666666666666660.31767998854906860.018181818181818177",1,"aksjusha",5
"92","ostrovsky-na-bojkom-meste","comedy",1865,27,3,11,NA,1865,1865,11,0.825829725829726,0.745454545454545,1.25454545454545,7.45454545454545,2,9,"1380.83333333333333340.32422972722269870.022080.83333333333333340.32090116152711290.022222222222222223840.6250.1692627604720206602680.83333333333333340.32422972722269870.02650.66666666666666660.198713235745685220.0088888888888888894490.90909090909090910.34335752641868280.064444444444444464090.90909090909090910.34668609211426870.043290.90909090909090910.346686092114268650.041980.83333333333333340.32090116152711290.022222222222222223750.66666666666666660.19871323574568520.0088888888888888893590.90909090909090910.34335752641868280.06444444444444446",1,"several characters",0
"93","ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty","comedy",1868,37,5,16,1868,1868,1868,16,0.800580322455322,0.533333333333333,1.5,8,3,13,"640.57692307692307690.1190657988679096501160.57692307692307690.18131701382704210.00136054421768707537130.88235294117647060.329182428800993740.178316181173324042290.71428571428571430.27543952057802630.04179894179894181770.65217391304347830.19475981177797870.0240577940577940628110.78947368421052630.32346787098560950.04189371475085760431110.78947368421052630.30378440524902640.070146520146520152090.71428571428571430.278681922273527950.02490842490842490724110.78947368421052630.32346787098560950.04189371475085760434110.78947368421052630.32346787098560950.041893714750857604330.51724137931034490.098624440351513830320.50.06540943534859743026120.83333333333333340.329557606076994470.09577126577126578860.57692307692307690.18131701382704210.0013605442176870751480.68181818181818180.269054244910172301250.60.138078546752023080.008027210884353743",1,"glumov",4
"94","ostrovsky-puchina","",1866,23,0,19,NA,1866,1866,19,0.877241179872759,0.368421052631579,1.48780487804878,6.63157894736842,2,15,"2213.101016158463761E-1002390.71428571428571430.30082336002922160.0096949891067538121560.6250.20950547007585510.0026143790849673205850.60.130136512925185970320.53571428571428570.073892868583232401770.65217391304347830.255872745215053270550.60.1301365129251859702213.101016158463761E-10031100.750.322425243861889530.0153594771241830042213.101016158463761E-1002380.68181818181818180.282581789629758830.0021786492374727667770.65217391304347830.2558727452150532702280.68181818181818180.259037182755092350.022004357298474945750.60.17691564627462740.001089324618736383334130.88235294117647060.3578570415398930.11241830065359479850.60.130136512925185970521510.383717634274446550.211437908496732850.60.13013651292518597033100.750.322425243861889530.015359477124183004",2,"kiselnikov",0
"95","ostrovsky-snegurochka","",1873,28,5,42,1873,1873,1873,42,0.857384439686304,0.246225319396051,1.92102206736353,10.0952380952381,4,31,"880.49397590361445780.08153060770055463021120.57746478873239440.1937963797835050.0011227255129694154770.476744186046511640.10969776219703187018120.57746478873239440.181205322092572730.011316782810685247880.49397590361445780.081530607700554630330.431578947368421060.0219249710482131220440.445652173913043460.043121471148861910880.46590909090909090.12524886021902987038200.65079365079365080.25597722336154110.06421615522546201770.53947368421052630.09802462700506856027180.63076923076923070.208694104363616240.06317928968763374330.431578947368421060.0219249710482131220650.450549450549450560.054719707990098940.000813008130081300829130.58571428571428570.20181301603370090.00384767813843551927190.6406250.259805323295438650.028482512174745813880.49397590361445780.08153060770055463029130.58571428571428570.20181301603370090.003847678138435519860.49397590361445780.046146980843067750.0333841463414633967310.8039215686274510.30973581292338330.3193642897895143740260.71929824561403510.27677133323560550.2269362175764614220.33606557377049180.0051076949109075030880.49397590361445780.081530607700554630330.450549450549450560.05103972634694031045220.68333333333333330.27500512670127540.06406371620107178770.53947368421052630.09802462700506856046220.67213114754098360.27788064384422320.046230770014467064440.471264367816091930.0282180957697394650880.49397590361445780.081530607700554630950.476744186046511640.0285450234958310460.01686991869918697715110.56944444444444440.177702945896804220.0023736933797909405330.431578947368421060.0219249710482131220770.53947368421052630.09802462700506856015100.53947368421052630.15747800167595860.0011606760804450146880.49397590361445780.081530607700554630770.53947368421052630.09802462700506856017110.56944444444444440.177702945896804220.0023736933797909405440.445652173913043460.04312147114886191033220.67213114754098360.266166637777539460.07364254131263114990.55405405405405410.14973086899053750640.471264367816091930.0282180957697394650330.46590909090909090.05365334942684598029130.58571428571428570.20181301603370090.003847678138435519",1,"snegurochka",4
"96","ostrovsky-svoi-ljudi","comedy",1850,35,4,8,1849,1861,1850,8,1,1,1,7,1,7,"14710.35355339059327373038710.35355339059327373025710.35355339059327373025710.35355339059327373038710.35355339059327373048710.35355339059327373037710.35355339059327373037710.353553390593273730",1,"several characters",3
"97","ostrovsky-volki-i-ovtsy","comedy",1875,53,5,18,1875,1875,1875,18,0.852431827431827,0.457516339869281,1.6078431372549,7.77777777777778,3,15,"660.56666666666666670.1338922476539140804990.680.28422570351668390.0239845938375350162890.680.272815128984249530.032125350140056021170.60714285714285710.169757841956794470.0047794117647058831170.60714285714285710.169757841956794470.0047794117647058831170.60714285714285710.169757841956794470.004779411764705883220.50.07045811623339704034100.70833333333333340.298208323231825330.0401785714285714253580.65384615384615390.27103905826548360.00105042016806722684180.65384615384615390.27103905826548360.001050420168067226832150.89473684210526320.374149476001190250.328571428571428572380.65384615384615390.25052848182359210.02836134453781512628100.70833333333333340.298208323231825330.040178571428571425660.56666666666666670.133892247653914080440.51515151515151510.13795220835629993028130.80952380952380950.353847982953708230.16920518207282914840.45945945945945950.1300993212884188301170.60714285714285710.169757841956794470.004779411764705883",1,"pavlin",3
"98","ozerov-dmitrij-donskoj","tragedy",1807,27,5,10,1807,1807,NA,10,0.723809523809524,0.555555555555556,1.48888888888889,5,3,8,"3580.90.41908906619278230.231481481481481432470.81818181818181820.403073169126601070.06481481481481481670.81818181818181820.380193235201389650.2361111111111111220.52941176470588240.1096264658210846901040.60.221656783218398460.027777777777777776750.69230769230769230.331370766253822340210.473684210526315760.0650480443351586601240.64285714285714290.2691355642705018402160.750.3706900663504260.013888888888888888960.750.363753869029997460.037037037037037035",1,"dimitrij",0
"99","pisarev-lukavin","comedy",1823,47,5,13,NA,1823,1823,13,0.806826506826507,0.551282051282051,1.44871794871795,6.61538461538461,2,12,"630.57142857142857140.1325343520833291204390.80.34936866405054010.05479797979797979451210.40691737312584810.2416666666666667330.57142857142857140.132534352083329120840.60.1798974282294338601060.66666666666666660.25825945814885060.0075757575757575762070.70588235294117650.29128470951592960.0143939393939393933890.80.354211335081687340.0535353535353535227100.85714285714285710.35866190258691110.11868686868686869850.6315789473684210.2274916304996858801460.66666666666666660.220780356512769870.0252525252525252523570.70588235294117650.29128470951592960.014393939393939393750.6315789473684210.232107829734840070",1,"vetron",0
"100","pisemskij-gorkaja-sudbina","drama",1859,28,4,23,NA,1863,1859,23,0.784970819925053,0.446640316205534,1.57312252964427,9.82608695652174,3,19,"23160.78571428571428570.29004156448079750.072907647907647911480.61111111111111120.15268569850996020.0006184291898577612840.52380952380952380.088567869082024401480.61111111111111120.15268569850996020.0006184291898577612660.550.13006138786302499029140.73333333333333330.26341953924956410.054169243454957742090.62857142857142860.191455647301375760.00946368446368446446190.880.31543853607522020.20186559472273757770.59459459459459460.13000488803459010880.61111111111111120.18061459017443820950.56410256410256410.106386760435293520.0052910052910052911890.61111111111111120.193217834805022470.0040404040404040436130.70967741935483870.265454993845747440.01650690579262007619120.68750.247101005589567130.0185872328729471581480.61111111111111120.15268569850996020.0006184291898577612210.47826086956521740.02675936458377207027130.70967741935483870.265454993845747440.01650690579262007645190.880.326146183431426540.14401326187040472880.61111111111111120.18061459017443820330.51162790697674420.05903913191181288024150.75862068965517240.28016172199177530.06537311894454751480.61111111111111120.15268569850996020.000618429189857761226130.70967741935483870.265454993845747440.016506905792620076",1,"ananij_jakovlev|burmistr",1
"101","plavilshchikov-ermak-pokoritel-sibiri","tragedy",1803,34,5,11,1803,1803,1806,11,0.828571428571429,0.581818181818182,1.41818181818182,5.81818181818182,2,10,"1570.76923076923076930.35144603885195490.021111111111111112330.58823529411764710.165866124648266280271010.411862915321078270.22851851851851854330.58823529411764710.1760471735149428702780.83333333333333340.3744902598359830.06185185185185185750.66666666666666660.28191296009849620640.6250.224302384716570102390.90909090909090910.382501999859491740.15629629629629631060.71428571428571430.306894726895945550.022222222222222223220.55555555555555560.1196433828476185402370.76923076923076930.35144603885195490.021111111111111112",1,"kuchum",0
"102","plavilshchikov-sgovor-kutejkina","comedy",1789,12,0,9,NA,1789,1799,9,1,1,1,8,1,8,"17810.33333333333333337034810.33333333333333337017810.33333333333333337031810.33333333333333337015810.33333333333333337021810.33333333333333337029810.33333333333333337014810.33333333333333337020810.333333333333333370",1,"several characters",0
"103","prutkov-blondy","",1854,5,0,3,1853,NA,1854,3,1,1,1,2,1,2,"5210.577350269189625705210.577350269189625702210.57735026918962570",1,"Knjaginja|Knjaz|Baron",0
"104","prutkov-chereposlov-sirech-frenolog","",1860,8,0,9,1856,NA,1860,9,1,1,1,8,1,8,"12810.33333333333333337014810.33333333333333337014810.33333333333333337018810.33333333333333337018810.3333333333333333708810.33333333333333337017810.33333333333333337016810.33333333333333337019810.333333333333333370",1,"several characters",0
"105","prutkov-fantaziya","comedy",1851,12,0,13,1850,1851,NA,13,0.8999000999001,0.615384615384615,1.43589743589744,7.38461538461539,3,11,"660.54545454545454540.23939384677241350550.60.1426371581001881804380.750.318516603982516360.01515151515151515220110.92307692307692310.355381617819902850.21212121212121213550.60.1426371581001881804380.750.318516603982516360.0151515151515151522880.750.318516603982516360.01515151515151515231110.92307692307692310.355381617819902850.212121212121212134380.750.318516603982516360.0151515151515151524380.750.318516603982516360.0151515151515151524380.750.318516603982516360.015151515151515152550.60.142637158100188180550.60.142637158100188180",1,"libental|lizaveta_platonovna",1
"106","prutkov-oprometchivyj-turka","comedy",1863,2,0,7,NA,NA,1863,7,0.809523809523809,0.761904761904762,1.23809523809524,4.57142857142857,2,6,"550.85714285714285710.404509116653212150550.85714285714285710.404509116653212150110.54545454545454540.083089967834555720550.85714285714285710.404509116653212150550.85714285714285710.404509116653212150550.85714285714285710.4045091166532121506610.41827972693813680.3333333333333333",1,"ivan_semenych",1
"107","prutkov-spor-drevnih-grecheskih-filosofov","drama",1854,1,0,2,NA,NA,1854,2,0,1,1,1,1,1,"1110.707106781186547601110.70710678118654760",1,"Klefiston|Stif",0
"108","prutkov-srodstvo-mirovyh-sil","comedy",1884,11,0,10,NA,NA,1884,10,0,0.0444444444444444,1,0.4,1,1,"1110.50000001110.5000000000001110.50000001110.500000000000",8,"several characters",1
